"Marché";"Marché Label";"Jour";"Jour dd/mm/yyyy";"Jour de la semaine";"Heure";"Poids CA (Global)";"Nb tickets";"Panier Moyen";"Qtés vendues"
;;;;;"13 - 14 heures";"8,97%";44;171,13;101
;;;;;"14 - 15 heures";"9,16%";57;135;121
;;;;;"15 - 16 heures";"8,70%";62;117,85;111
;;;;;"16 - 17 heures";"12,63%";76;139,52;160
;;;;;"17 - 18 heures";"14,71%";85;145,32;178
;;;;;"18 - 19 heures";"11,53%";67;144,46;154
;;;;;"19 - 20 heures";"10,37%";53;164,24;113
;;;;;"20 - 21 heures";"0,99%";7;118,31;15
;;"13 Juin 2016";"13/06/2016";"Total";;"100,00%";"--";"--";359
;;;;"Lundi";"Total";"100,00%";"--";"--";359
;;;;;"10 - 11 heures";"5,88%";8;158,03;13
;;;;;"11 - 12 heures";"13,28%";19;150,36;36
;;;;;"12 - 13 heures";"5,32%";18;63,64;24
;;;;;"13 - 14 heures";"7,22%";18;86,26;34
;;;;;"14 - 15 heures";"6,47%";13;107,11;20
;;;;;"15 - 16 heures";"12,11%";24;108,56;54
;;;;;"16 - 17 heures";"14,17%";29;105,12;58
;;;;;"17 - 18 heures";"14,20%";23;132,8;45
;;;;;"18 - 19 heures";"13,40%";24;120,12;51
;;;;;"19 - 20 heures";"6,14%";10;132,11;19
;;;;;"20 - 21 heures";"1,82%";2;195,9;5
;;"14 Juin 2016";"14/06/2016";"Total";;"100,00%";"--";"--";360
;;;;"Mardi";"Total";"100,00%";"--";"--";360
;;;;;"9 - 10 heures";"0,61%";1;132,1;7
;;;;;"10 - 11 heures";"4,13%";8;110,96;15
;;;;;"11 - 12 heures";"9,98%";16;134,2;31
;;;;;"12 - 13 heures";"10,18%";17;128,82;29
;;;;;"13 - 14 heures";"11,86%";27;94,46;45
;;;;;"14 - 15 heures";"3,53%";8;95,03;14
;;;;;"15 - 16 heures";"11,18%";29;82,9;47
;;;;;"16 - 17 heures";"17,38%";23;162,52;51
;;;;;"17 - 18 heures";"9,04%";23;84,55;37
;;;;;"18 - 19 heures";"12,49%";26;103,31;46
;;;;;"19 - 20 heures";"6,84%";14;105,17;27
;;;;;"20 - 21 heures";"2,78%";7;85,46;11
;;"15 Juin 2016";"15/06/2016";"Total";;"100,00%";"--";"--";425
;;;;"Mercredi";"Total";"100,00%";"--";"--";425
;;;;;"9 - 10 heures";"0,47%";1;118,5;2
;;;;;"10 - 11 heures";"6,10%";16;96,78;38
;;;;;"11 - 12 heures";"5,57%";12;117,82;30
;;;;;"12 - 13 heures";"10,28%";23;113,49;31
;;;;;"13 - 14 heures";"11,44%";24;121,03;47
;;;;;"14 - 15 heures";"11,99%";23;132,37;39
;;;;;"15 - 16 heures";"10,44%";29;91,47;44
;;;;;"16 - 17 heures";"11,84%";34;88,45;55
;;;;;"17 - 18 heures";"11,20%";36;78,98;45
;;;;;"18 - 19 heures";"10,61%";24;112,27;49
;;;;;"19 - 20 heures";"9,78%";23;108;43
;;;;;"20 - 21 heures";"0,30%";2;37,9;2
;;"16 Juin 2016";"16/06/2016";"Total";;"100,00%";"--";"--";451
;;;;"Jeudi";"Total";"100,00%";"--";"--";451
;;;;;"9 - 10 heures";"0,47%";2;68;2
;;;;;"10 - 11 heures";"5,68%";12;136,34;26
;;;;;"11 - 12 heures";"8,08%";21;110,88;36
;;;;;"12 - 13 heures";"8,57%";23;107,44;42
;;;;;"13 - 14 heures";"11,92%";28;122,66;55
;;;;;"14 - 15 heures";"11,19%";32;100,82;53
;;;;;"15 - 16 heures";"11,03%";27;117,74;49
;;;;;"16 - 17 heures";"8,84%";29;87,83;43
;;;;;"17 - 18 heures";"13,64%";25;157,29;39
;;;;;"18 - 19 heures";"9,97%";32;89,78;59
;;;;;"19 - 20 heures";"8,30%";22;108,75;42
;;;;;"20 - 21 heures";"2,32%";1;668,5;5
;;"17 Juin 2016";"17/06/2016";"Total";;"100,00%";"--";"--";540
;;;;"Vendredi";"Total";"100,00%";"--";"--";540
;;;;;"9 - 10 heures";"0,79%";3;93,47;4
;;;;;"10 - 11 heures";"7,09%";24;104,99;39
;;;;;"11 - 12 heures";"3,02%";12;89,44;22
;;;;;"12 - 13 heures";"9,92%";28;125,92;54
;;;;;"13 - 14 heures";"9,42%";32;104,58;50
;;;;;"14 - 15 heures";"6,89%";28;87,36;40
;;;;;"15 - 16 heures";"13,14%";50;93,37;82
;;;;;"16 - 17 heures";"9,82%";39;89,48;50
;;;;;"17 - 18 heures";"9,09%";31;104,16;51
;;;;;"18 - 19 heures";"15,04%";40;133,58;82
;;;;;"19 - 20 heures";"11,65%";20;207;51
;;;;;"20 - 21 heures";"4,12%";7;209,29;15
;;"18 Juin 2016";"18/06/2016";"Total";;"100,00%";"--";"--";1121
;;;;"Samedi";"Total";"100,00%";"--";"--";1121
;;;;;"9 - 10 heures";"0,03%";0;;0
;;;;;"10 - 11 heures";"7,62%";38;145,6;77
;;;;;"11 - 12 heures";"7,58%";45;122,29;72
;;;;;"12 - 13 heures";"9,76%";62;114,34;126
;;;;;"13 - 14 heures";"10,15%";49;150,39;94
;;;;;"14 - 15 heures";"7,08%";35;146,85;66
;;;;;"15 - 16 heures";"14,00%";87;116,83;155
;;;;;"16 - 17 heures";"13,99%";103;98,61;173
;;;;;"17 - 18 heures";"10,22%";78;95,17;131
;;;;;"18 - 19 heures";"10,43%";79;95,9;133
;;;;;"19 - 20 heures";"9,08%";50;131,87;93
;;;;;"20 - 21 heures";"0,05%";1;34,3;1
;;"20 Juin 2016";"20/06/2016";"Total";;"100,00%";"--";"--";421
;;;;"Lundi";"Total";"100,00%";"--";"--";421
;;;;;"9 - 10 heures";"-0,55%";-2;81,25;-2
;;;;;"10 - 11 heures";"2,84%";6;139,92;8
;;;;;"11 - 12 heures";"4,56%";10;134,67;23
;;;;;"12 - 13 heures";"10,50%";16;193,96;31
;;;;;"13 - 14 heures";"12,38%";26;140,67;58
;;;;;"14 - 15 heures";"14,88%";21;209,29;54
;;;;;"15 - 16 heures";"6,43%";19;100,03;41
;;;;;"16 - 17 heures";"15,01%";34;130,44;68
;;;;;"17 - 18 heures";"9,80%";19;152,36;34
;;;;;"18 - 19 heures";"9,98%";23;128,2;43
;;;;;"19 - 20 heures";"9,45%";23;121,36;46
;;;;;"20 - 21 heures";"4,72%";6;232,6;17
;;"21 Juin 2016";"21/06/2016";"Total";;"100,00%";"--";"--";240
;;;;"Mardi";"Total";"100,00%";"--";"--";240
;;;;;"9 - 10 heures";"-1,09%";-2;78,2;-2
;;;;;"10 - 11 heures";"-1,50%";0;;2
;;;;;"11 - 12 heures";"10,23%";10;146,23;32
;;;;;"12 - 13 heures";"7,81%";11;101,47;24
;;;;;"13 - 14 heures";"5,14%";7;105,02;11
;;;;;"14 - 15 heures";"23,18%";21;157,81;44
;;;;;"15 - 16 heures";"12,25%";17;103,02;31
;;;;;"16 - 17 heures";"14,76%";18;117,23;24
;;;;;"17 - 18 heures";"3,43%";9;54,52;15
;;;;;"18 - 19 heures";"22,52%";27;119,25;50
;;;;;"19 - 20 heures";"3,28%";6;78,05;9
;;"22 Juin 2016";"22/06/2016";"Total";;"100,00%";"--";"--";1402
;;;;"Mercredi";"Total";"100,00%";"--";"--";1402
;;;;;"8 - 9 heures";"1,08%";9;97,67;19
;;;;;"9 - 10 heures";"5,73%";39;119,05;78
;;;;;"10 - 11 heures";"8,11%";70;93,89;135
;;;;;"11 - 12 heures";"13,08%";72;147,23;181
;;;;;"12 - 13 heures";"7,31%";57;103,94;105
;;;;;"13 - 14 heures";"7,24%";54;108,65;119
;;;;;"14 - 15 heures";"5,94%";42;114,56;92
;;;;;"15 - 16 heures";"9,44%";56;136,59;113
;;;;;"16 - 17 heures";"9,62%";72;108,31;136
;;;;;"17 - 18 heures";"9,22%";64;116,66;115
;;;;;"18 - 19 heures";"8,50%";56;123,01;122
;;;;;"19 - 20 heures";"11,14%";64;141,03;140
;;;;;"20 - 21 heures";"3,58%";19;152,46;47
;;"23 Juin 2016";"23/06/2016";"Total";;"100,00%";"--";"--";857
;;;;"Jeudi";"Total";"100,00%";"--";"--";857
;;;;;"9 - 10 heures";"0,42%";2;106,8;5
;;;;;"10 - 11 heures";"6,77%";36;94,68;64
;;;;;"11 - 12 heures";"8,96%";37;121,97;72
;;;;;"12 - 13 heures";"11,46%";52;111;99
;;;;;"13 - 14 heures";"11,28%";51;111,35;101
;;;;;"14 - 15 heures";"6,61%";38;87,56;66
;;;;;"15 - 16 heures";"7,61%";48;79,85;72
;;;;;"16 - 17 heures";"11,15%";50;112,36;80
;;;;;"17 - 18 heures";"11,34%";48;119,03;91
;;;;;"18 - 19 heures";"11,18%";59;95,41;95
;;;;;"19 - 20 heures";"9,15%";40;115,25;78
;;;;;"20 - 21 heures";"4,07%";16;128,04;34
;;"24 Juin 2016";"24/06/2016";"Total";;"100,00%";"--";"--";733
;;;;"Vendredi";"Total";"100,00%";"--";"--";733
;;;;;"9 - 10 heures";"-0,62%";-1;248,4;-5
;;;;;"10 - 11 heures";"6,50%";25;103,38;41
;;;;;"11 - 12 heures";"10,91%";42;103,35;94
;;;;;"12 - 13 heures";"9,55%";38;100,02;73
;;;;;"13 - 14 heures";"10,06%";44;90,96;77
;;;;;"14 - 15 heures";"5,14%";29;70,49;41
;;;;;"15 - 16 heures";"12,66%";48;104,94;87
;;;;;"16 - 17 heures";"12,61%";50;100,36;89
;;;;;"17 - 18 heures";"7,91%";37;85,05;65
;;;;;"18 - 19 heures";"13,13%";44;118,71;92
;;;;;"19 - 20 heures";"10,27%";43;95,04;67
;;;;;"20 - 21 heures";"1,88%";8;93,28;12
;;"25 Juin 2016";"25/06/2016";"Total";;"100,00%";"--";"--";1669
;;;;"Samedi";"Total";"100,00%";"--";"--";1669
;;;;;"9 - 10 heures";"2,76%";25;109,85;54
;;;;;"10 - 11 heures";"11,23%";85;131,35;175
;;;;;"11 - 12 heures";"11,84%";98;120,12;225
;;;;;"12 - 13 heures";"10,89%";83;130,52;176
;;;;;"13 - 14 heures";"7,48%";64;116,2;136
;;;;;"14 - 15 heures";"8,14%";71;113,99;138
;;;;;"15 - 16 heures";"8,44%";82;102,36;138
;;;;;"16 - 17 heures";"11,47%";105;108,59;185
;;;;;"17 - 18 heures";"10,59%";88;119,65;166
;;;;;"18 - 19 heures";"8,44%";76;110,43;144
;;;;;"19 - 20 heures";"7,38%";76;96,6;115
;;;;;"20 - 21 heures";"1,35%";10;134,62;17
;;"27 Juin 2016";"27/06/2016";"Total";;"100,00%";"--";"--";792
;;;;"Lundi";"Total";"100,00%";"--";"--";792
;;;;;"9 - 10 heures";"0,34%";0;;6
;;;;;"10 - 11 heures";"4,86%";22;97,25;35
;;;;;"11 - 12 heures";"7,98%";37;95,01;61
;;;;;"12 - 13 heures";"7,85%";34;101,77;62
;;;;;"13 - 14 heures";"13,40%";50;118,07;93
;;;;;"14 - 15 heures";"11,18%";42;117,28;83
;;;;;"15 - 16 heures";"11,20%";54;91,34;100
;;;;;"16 - 17 heures";"13,70%";61;98,93;113
;;;;;"17 - 18 heures";"12,76%";59;95,31;105
;;;;;"18 - 19 heures";"6,11%";35;76,97;48
;;;;;"19 - 20 heures";"7,05%";39;79,59;57
;;;;;"20 - 21 heures";"3,57%";14;112,38;29
;;"28 Juin 2016";"28/06/2016";"Total";;"100,00%";"--";"--";485
;;;;"Mardi";"Total";"100,00%";"--";"--";485
;;;;;"10 - 11 heures";"2,02%";8;69,43;11
;;;;;"11 - 12 heures";"8,64%";21;113,16;48
;;;;;"12 - 13 heures";"6,79%";17;109,8;27
;;;;;"13 - 14 heures";"13,56%";37;100,84;60
;;;;;"14 - 15 heures";"6,30%";19;91,25;32
;;;;;"15 - 16 heures";"11,21%";38;81,14;72
;;;;;"16 - 17 heures";"8,93%";29;84,7;43
;;;;;"17 - 18 heures";"15,98%";32;137,41;57
;;;;;"18 - 19 heures";"9,50%";30;87,14;56
;;;;;"19 - 20 heures";"7,36%";25;80,97;41
;;;;;"20 - 21 heures";"9,71%";18;148,37;38
;;"29 Juin 2016";"29/06/2016";"Total";;"100,00%";"--";"--";812
;;;;"Mercredi";"Total";"100,00%";"--";"--";812
;;;;;"9 - 10 heures";"0,59%";2;132,4;4
;;;;;"10 - 11 heures";"5,00%";18;124,9;40
;;;;;"11 - 12 heures";"7,80%";37;94,72;80
;;;;;"12 - 13 heures";"11,59%";34;153,1;81
;;;;;"13 - 14 heures";"11,40%";52;98,52;82
;;;;;"14 - 15 heures";"4,07%";18;101,61;34
;;;;;"15 - 16 heures";"9,45%";47;90,38;86
;;;;;"16 - 17 heures";"11,68%";52;100,94;94
;;;;;"17 - 18 heures";"13,85%";52;119,69;118
;;;;;"18 - 19 heures";"7,93%";46;77,41;83
;;;;;"19 - 20 heures";"12,88%";50;115,7;85
;;;;;"20 - 21 heures";"3,76%";15;112,57;25
;;"30 Juin 2016";"30/06/2016";"Total";;"100,00%";"--";"--";597
;;;;"Jeudi";"Total";"100,00%";"--";"--";597
;;;;;"9 - 10 heures";"1,12%";5;76,22;6
;;;;;"10 - 11 heures";"5,06%";18;95,48;37
;;;;;"11 - 12 heures";"9,25%";27;116,26;53
;;;;;"12 - 13 heures";"11,34%";38;101,28;71
;;;;;"13 - 14 heures";"11,12%";27;139,76;54
;;;;;"14 - 15 heures";"12,31%";40;104,41;69
;;;;;"15 - 16 heures";"11,23%";45;84,71;75
;;;;;"16 - 17 heures";"9,56%";36;90,13;56
;;;;;"17 - 18 heures";"10,10%";35;97,88;63
;;;;;"18 - 19 heures";"11,30%";38;100,87;62
;;;;;"19 - 20 heures";"4,90%";21;79,12;31
;;;;;"20 - 21 heures";"2,71%";10;91,98;20
;;"01 Juillet 2016";"01/07/2016";"Total";;"100,00%";"--";"--";594
;;;;"Vendredi";"Total";"100,00%";"--";"--";594
;;;;;"9 - 10 heures";"0,91%";5;66,93;7
;;;;;"10 - 11 heures";"5,65%";17;122,8;26
;;;;;"11 - 12 heures";"8,82%";34;95,87;53
;;;;;"12 - 13 heures";"6,73%";20;124,23;41
;;;;;"13 - 14 heures";"8,73%";42;76,81;61
;;;;;"14 - 15 heures";"8,78%";31;104,63;58
;;;;;"15 - 16 heures";"13,68%";51;99,12;78
;;;;;"16 - 17 heures";"11,66%";41;105,08;70
;;;;;"17 - 18 heures";"14,40%";51;104,33;82
;;;;;"18 - 19 heures";"8,41%";33;94,14;48
;;;;;"19 - 20 heures";"9,84%";31;117,3;56
;;;;;"20 - 21 heures";"2,37%";7;125,24;14
;;"02 Juillet 2016";"02/07/2016";"Total";;"100,00%";"--";"--";1254
;;;;"Samedi";"Total";"100,00%";"--";"--";1254
;;;;;"9 - 10 heures";"2,00%";16;101,63;30
;;;;;"10 - 11 heures";"6,33%";47;109,45;75
;;;;;"11 - 12 heures";"9,56%";70;110,88;133
;;;;;"12 - 13 heures";"9,12%";56;132,19;114
;;;;;"13 - 14 heures";"8,68%";57;123,61;110
;;;;;"14 - 15 heures";"7,83%";49;129,84;87
;;;;;"15 - 16 heures";"13,06%";81;130,92;146
;;;;;"16 - 17 heures";"11,33%";96;95,81;151
;;;;;"17 - 18 heures";"13,54%";92;119,52;171
;;;;;"18 - 19 heures";"9,83%";71;112,43;128
;;;;;"19 - 20 heures";"8,07%";55;119,22;103
;;;;;"20 - 21 heures";"0,65%";5;105,41;6
;;"04 Juillet 2016";"04/07/2016";"Total";;"100,00%";"--";"--";470
;;;;"Lundi";"Total";"100,00%";"--";"--";470
;;;;;"10 - 11 heures";"5,46%";18;82,56;34
;;;;;"11 - 12 heures";"15,07%";32;128,22;51
;;;;;"12 - 13 heures";"7,93%";30;71,95;51
;;;;;"13 - 14 heures";"11,70%";29;109,91;49
;;;;;"14 - 15 heures";"7,38%";25;80,35;40
;;;;;"15 - 16 heures";"10,22%";33;84,32;48
;;;;;"16 - 17 heures";"9,32%";36;70,47;44
;;;;;"17 - 18 heures";"9,02%";24;102,37;34
;;;;;"18 - 19 heures";"10,09%";25;109,93;59
;;;;;"19 - 20 heures";"9,31%";24;105,6;41
;;;;;"20 - 21 heures";"4,52%";10;123,21;19
;;"05 Juillet 2016";"05/07/2016";"Total";;"100,00%";"--";"--";575
;;;;"Mardi";"Total";"100,00%";"--";"--";575
;;;;;"9 - 10 heures";"0,09%";1;24;1
;;;;;"10 - 11 heures";"3,41%";16;58,37;25
;;;;;"11 - 12 heures";"5,89%";18;89,6;34
;;;;;"12 - 13 heures";"6,71%";30;61,23;38
;;;;;"13 - 14 heures";"7,19%";24;81,97;39
;;;;;"14 - 15 heures";"7,98%";23;95,03;59
;;;;;"15 - 16 heures";"14,49%";46;86,26;83
;;;;;"16 - 17 heures";"12,27%";46;73,04;74
;;;;;"17 - 18 heures";"10,34%";38;74,48;60
;;;;;"18 - 19 heures";"10,63%";30;97;57
;;;;;"19 - 20 heures";"17,86%";38;128,7;94
;;;;;"20 - 21 heures";"3,14%";5;171,7;11
;;"06 Juillet 2016";"06/07/2016";"Total";;"100,00%";"--";"--";606
;;;;"Mercredi";"Total";"100,00%";"--";"--";606
;;;;;"9 - 10 heures";"0,07%";0;;-1
;;;;;"10 - 11 heures";"5,32%";16;104,11;30
;;;;;"11 - 12 heures";"6,25%";17;115,22;34
;;;;;"12 - 13 heures";"5,97%";25;74,76;44
;;;;;"13 - 14 heures";"10,36%";28;115,93;72
;;;;;"14 - 15 heures";"7,82%";22;111,31;49
;;;;;"15 - 16 heures";"9,61%";35;86,03;57
;;;;;"16 - 17 heures";"14,35%";39;115,29;80
;;;;;"17 - 18 heures";"13,17%";46;89,65;84
;;;;;"18 - 19 heures";"14,33%";40;112,24;88
;;;;;"19 - 20 heures";"10,25%";33;97,32;54
;;;;;"20 - 21 heures";"2,49%";7;111,62;15
;;"07 Juillet 2016";"07/07/2016";"Total";;"100,00%";"--";"--";423
;;;;"Jeudi";"Total";"100,00%";"--";"--";423
;;;;;"9 - 10 heures";"0,20%";0;;0
;;;;;"10 - 11 heures";"6,86%";14;119,89;25
;;;;;"11 - 12 heures";"11,80%";18;160,38;37
;;;;;"12 - 13 heures";"12,25%";23;130,36;51
;;;;;"13 - 14 heures";"6,96%";24;71,02;38
;;;;;"14 - 15 heures";"7,01%";13;132,03;26
;;;;;"15 - 16 heures";"8,62%";27;78,15;43
;;;;;"16 - 17 heures";"10,18%";30;83,07;50
;;;;;"17 - 18 heures";"9,10%";24;92,85;39
;;;;;"18 - 19 heures";"12,67%";33;94;53
;;;;;"19 - 20 heures";"12,04%";26;113,33;47
;;;;;"20 - 21 heures";"2,30%";7;80,35;14
;;"08 Juillet 2016";"08/07/2016";"Total";;"100,00%";"--";"--";411
;;;;"Vendredi";"Total";"100,00%";"--";"--";411
;;;;;"9 - 10 heures";"0,32%";2;33,62;2
;;;;;"10 - 11 heures";"4,62%";15;64,27;27
;;;;;"11 - 12 heures";"8,62%";18;100,07;29
;;;;;"12 - 13 heures";"14,63%";24;127,31;54
;;;;;"13 - 14 heures";"5,09%";18;59,06;27
;;;;;"14 - 15 heures";"8,47%";16;110,64;37
;;;;;"15 - 16 heures";"12,68%";33;80,28;42
;;;;;"16 - 17 heures";"7,94%";25;66,36;35
;;;;;"17 - 18 heures";"10,82%";28;80,7;39
;;;;;"18 - 19 heures";"5,82%";22;55,24;30
;;;;;"19 - 20 heures";"14,18%";31;95,52;66
;;;;;"20 - 21 heures";"6,81%";13;109,39;23
;;"09 Juillet 2016";"09/07/2016";"Total";;"100,00%";"--";"--";939
;;;;"Samedi";"Total";"100,00%";"--";"--";939
;;;;;"9 - 10 heures";"0,91%";5;95,03;10
;;;;;"10 - 11 heures";"4,73%";24;102,89;44
;;;;;"11 - 12 heures";"8,74%";37;123,22;78
;;;;;"12 - 13 heures";"9,08%";47;100,83;100
;;;;;"13 - 14 heures";"13,88%";46;157,36;89
;;;;;"14 - 15 heures";"7,74%";45;89,76;80
;;;;;"15 - 16 heures";"11,05%";69;83,52;116
;;;;;"16 - 17 heures";"10,99%";65;88,18;117
;;;;;"17 - 18 heures";"12,98%";70;96,71;115
;;;;;"18 - 19 heures";"12,12%";66;95,81;116
;;;;;"19 - 20 heures";"7,30%";44;86,55;70
;;;;;"20 - 21 heures";"0,48%";3;83,33;4
;;"11 Juillet 2016";"11/07/2016";"Total";;"100,00%";"--";"--";468
;;;;"Lundi";"Total";"100,00%";"--";"--";468
;;;;;"10 - 11 heures";"3,62%";10;88,66;21
;;;;;"11 - 12 heures";"5,54%";17;79,91;28
;;;;;"12 - 13 heures";"7,92%";21;92,43;44
;;;;;"13 - 14 heures";"6,21%";13;117;28
;;;;;"14 - 15 heures";"6,95%";21;81,12;34
;;;;;"15 - 16 heures";"10,68%";35;74,78;52
;;;;;"16 - 17 heures";"8,73%";30;71,35;45
;;;;;"17 - 18 heures";"14,23%";40;87,18;53
;;;;;"18 - 19 heures";"14,60%";33;108,41;74
;;;;;"19 - 20 heures";"13,87%";33;103,02;61
;;;;;"20 - 21 heures";"7,64%";14;133,73;28
;;"12 Juillet 2016";"12/07/2016";"Total";;"100,00%";"--";"--";366
;;;;"Mardi";"Total";"100,00%";"--";"--";366
;;;;;"9 - 10 heures";"1,23%";2;116,84;5
;;;;;"10 - 11 heures";"1,38%";5;52,39;6
;;;;;"11 - 12 heures";"7,69%";16;91,02;28
;;;;;"12 - 13 heures";"6,92%";19;68,92;31
;;;;;"13 - 14 heures";"15,12%";28;102,24;60
;;;;;"14 - 15 heures";"4,90%";10;92,76;21
;;;;;"15 - 16 heures";"10,38%";22;89,32;36
;;;;;"16 - 17 heures";"10,90%";27;76,48;48
;;;;;"17 - 18 heures";"11,10%";18;116,77;28
;;;;;"18 - 19 heures";"10,37%";15;130,97;33
;;;;;"19 - 20 heures";"14,03%";28;94,89;47
;;;;;"20 - 21 heures";"5,98%";9;125,77;23
;;"13 Juillet 2016";"13/07/2016";"Total";;"100,00%";"--";"--";459
;;;;"Mercredi";"Total";"100,00%";"--";"--";459
;;;;;"9 - 10 heures";"1,01%";3;84,07;9
;;;;;"10 - 11 heures";"2,31%";5;115,46;9
;;;;;"11 - 12 heures";"4,88%";14;86,99;23
;;;;;"12 - 13 heures";"7,49%";20;93,42;43
;;;;;"13 - 14 heures";"6,93%";22;78,58;44
;;;;;"14 - 15 heures";"15,16%";27;140,06;59
;;;;;"15 - 16 heures";"9,62%";27;88,83;48
;;;;;"16 - 17 heures";"13,27%";32;103,43;57
;;;;;"17 - 18 heures";"12,62%";36;87,46;60
;;;;;"18 - 19 heures";"14,69%";26;140,91;49
;;;;;"19 - 20 heures";"9,36%";17;137,28;38
;;;;;"20 - 21 heures";"2,65%";9;73,4;20
;;"15 Juillet 2016";"15/07/2016";"Total";;"100,00%";"--";"--";451
;;;;"Vendredi";"Total";"100,00%";"--";"--";451
;;;;;"9 - 10 heures";"0,69%";3;64,63;4
;;;;;"10 - 11 heures";"3,90%";6;183,32;12
;;;;;"11 - 12 heures";"7,24%";27;75,66;48
;;;;;"12 - 13 heures";"10,79%";19;160,23;37
;;;;;"13 - 14 heures";"10,22%";21;137,32;40
;;;;;"14 - 15 heures";"9,90%";21;132,94;38
;;;;;"15 - 16 heures";"10,54%";34;87,42;55
;;;;;"16 - 17 heures";"13,19%";44;84,58;82
;;;;;"17 - 18 heures";"13,78%";33;117,77;47
;;;;;"18 - 19 heures";"10,38%";32;91,48;51
;;;;;"19 - 20 heures";"7,80%";18;122,17;27
;;;;;"20 - 21 heures";"1,59%";8;56,02;10
;;"16 Juillet 2016";"16/07/2016";"Total";;"100,00%";"--";"--";393
;;;;"Samedi";"Total";"100,00%";"--";"--";393
;;;;;"9 - 10 heures";"2,24%";7;76,78;11
;;;;;"10 - 11 heures";"8,55%";22;93,22;34
;;;;;"11 - 12 heures";"12,76%";26;117,76;45
;;;;;"12 - 13 heures";"8,64%";21;98,72;37
;;;;;"13 - 14 heures";"10,07%";18;134,25;36
;;;;;"14 - 15 heures";"9,34%";26;86,17;39
;;;;;"15 - 16 heures";"6,23%";21;71,16;25
;;;;;"16 - 17 heures";"12,72%";25;122,12;35
;;;;;"17 - 18 heures";"13,89%";39;85,49;56
;;;;;"18 - 19 heures";"8,24%";27;73,27;41
;;;;;"19 - 20 heures";"7,33%";25;70,37;34
;;"18 Juillet 2016";"18/07/2016";"Total";;"100,00%";"--";"--";282
;;;;"Lundi";"Total";"100,00%";"--";"--";282
;;;;;"9 - 10 heures";"0,00%";1;0;0
;;;;;"10 - 11 heures";"4,18%";7;86,86;12
;;;;;"11 - 12 heures";"4,07%";8;74,01;10
;;;;;"12 - 13 heures";"11,68%";18;94,27;31
;;;;;"13 - 14 heures";"8,75%";14;90,81;28
;;;;;"14 - 15 heures";"8,86%";14;92,02;26
;;;;;"15 - 16 heures";"13,14%";21;90,94;36
;;;;;"16 - 17 heures";"13,77%";27;74,11;44
;;;;;"17 - 18 heures";"12,62%";20;91,71;36
;;;;;"18 - 19 heures";"9,27%";10;134,71;24
;;;;;"19 - 20 heures";"10,55%";21;73,02;28
;;;;;"20 - 21 heures";"3,10%";4;112,73;7
;;"19 Juillet 2016";"19/07/2016";"Total";;"100,00%";"--";"--";271
;;;;"Mardi";"Total";"100,00%";"--";"--";271
;;;;;"10 - 11 heures";"5,57%";8;92,62;12
;;;;;"11 - 12 heures";"3,41%";7;64,76;9
;;;;;"12 - 13 heures";"6,70%";5;178,47;15
;;;;;"13 - 14 heures";"12,99%";17;101,72;36
;;;;;"14 - 15 heures";"4,93%";10;65,62;20
;;;;;"15 - 16 heures";"7,81%";12;86,68;22
;;;;;"16 - 17 heures";"9,43%";17;73,86;33
;;;;;"17 - 18 heures";"6,69%";15;59,38;21
;;;;;"18 - 19 heures";"19,85%";23;114,91;48
;;;;;"19 - 20 heures";"18,85%";26;96,52;47
;;;;;"20 - 21 heures";"3,76%";6;83,4;8
;;"20 Juillet 2016";"20/07/2016";"Total";;"100,00%";"--";"--";247
;;;;"Mercredi";"Total";"100,00%";"--";"--";247
;;;;;"10 - 11 heures";"3,27%";6;72,12;7
;;;;;"11 - 12 heures";"8,75%";7;165,63;11
;;;;;"12 - 13 heures";"8,80%";16;72,87;22
;;;;;"13 - 14 heures";"8,66%";16;71,7;21
;;;;;"14 - 15 heures";"10,66%";12;117,64;19
;;;;;"15 - 16 heures";"9,98%";21;62,92;29
;;;;;"16 - 17 heures";"14,37%";19;100,21;33
;;;;;"17 - 18 heures";"8,97%";21;56,55;27
;;;;;"18 - 19 heures";"12,39%";19;86,35;35
;;;;;"19 - 20 heures";"10,35%";16;85,66;31
;;;;;"20 - 21 heures";"3,81%";4;126,12;12
;;"21 Juillet 2016";"21/07/2016";"Total";;"100,00%";"--";"--";259
;;;;"Jeudi";"Total";"100,00%";"--";"--";259
;;;;;"9 - 10 heures";"0,43%";1;54,6;1
;;;;;"10 - 11 heures";"4,07%";6;85,57;11
;;;;;"11 - 12 heures";"12,60%";19;83,72;30
;;;;;"12 - 13 heures";"7,81%";11;89,64;22
;;;;;"13 - 14 heures";"4,20%";9;58,97;16
;;;;;"14 - 15 heures";"3,90%";8;61,63;11
;;;;;"15 - 16 heures";"12,58%";16;99,31;24
;;;;;"16 - 17 heures";"9,12%";19;60,61;26
;;;;;"17 - 18 heures";"10,49%";22;60,25;31
;;;;;"18 - 19 heures";"11,58%";18;81,27;27
;;;;;"19 - 20 heures";"23,17%";32;91,44;53
;;;;;"20 - 21 heures";"0,05%";6;1,11;7
;;"22 Juillet 2016";"22/07/2016";"Total";;"100,00%";"--";"--";252
;;;;"Vendredi";"Total";"100,00%";"--";"--";252
;;;;;"10 - 11 heures";"5,92%";11;79,82;17
;;;;;"11 - 12 heures";"14,87%";20;110,19;29
;;;;;"12 - 13 heures";"7,72%";14;81,79;21
