"Marché";"Marché label";"Jour";"Jour dd/mm/yyy";"Jour de la semaine";"Heure";"Poids CA (Global)";"Nb tickets";"Panier Moyen";"Qtés vendues"
;;;;;"14 - 15 heures";"5,48%";7;25,81;9
;;;;;"15 - 16 heures";"1,28%";2;21,17;2
;;;;;"16 - 17 heures";"7,51%";7;35,39;8
;;;;;"17 - 18 heures";"25,70%";8;105,88;18
;;;;;"18 - 19 heures";"18,29%";6;100,51;14
;;;;;"19 - 20 heures";"18,44%";6;101,34;7
;;;;;"20 - 21 heures";"1,69%";1;55,63;5
;;"07 Mars 2015";"07/03/2015";"Total";;"100,00%";"--";"--";224
;;;;"Samedi";"Total";"100,00%";"--";"--";224
;;;;;"9 - 10 heures";"0,74%";2;27,75;4
;;;;;"10 - 11 heures";"2,39%";5;36;7
;;;;;"11 - 12 heures";"29,10%";14;156,58;70
;;;;;"12 - 13 heures";"8,25%";13;47,79;17
;;;;;"13 - 14 heures";"7,45%";4;140,34;7
;;;;;"14 - 15 heures";"5,35%";6;67,15;12
;;;;;"15 - 16 heures";"5,10%";12;32;24
;;;;;"16 - 17 heures";"10,04%";11;68,77;20
;;;;;"17 - 18 heures";"15,76%";12;98,96;27
;;;;;"18 - 19 heures";"7,25%";9;60,68;20
;;;;;"19 - 20 heures";"8,58%";6;107,72;15
;;"09 Mars 2015";"09/03/2015";"Total";;"100,00%";"--";"--";107
;;;;"Lundi";"Total";"100,00%";"--";"--";107
;;;;;"10 - 11 heures";"1,92%";1;84,82;5
;;;;;"11 - 12 heures";"6,56%";3;96,62;6
;;;;;"12 - 13 heures";"11,64%";4;128,5;9
;;;;;"13 - 14 heures";"2,90%";3;42,71;10
;;;;;"14 - 15 heures";"6,37%";4;70,37;9
;;;;;"15 - 16 heures";"28,69%";11;115,16;35
;;;;;"16 - 17 heures";"19,71%";6;145,07;18
;;;;;"17 - 18 heures";"8,04%";5;70,99;5
;;;;;"18 - 19 heures";"2,54%";1;112;2
;;;;;"20 - 21 heures";"11,62%";1;513,1;8
;;"10 Mars 2015";"10/03/2015";"Total";;"100,00%";"--";"--";104
;;;;"Mardi";"Total";"100,00%";"--";"--";104
;;;;;"10 - 11 heures";"17,61%";6;46,45;22
;;;;;"11 - 12 heures";"1,09%";2;8,6;3
;;;;;"12 - 13 heures";"3,54%";2;28;2
;;;;;"13 - 14 heures";"6,64%";4;26,27;8
;;;;;"14 - 15 heures";"7,98%";4;31,56;7
;;;;;"15 - 16 heures";"28,71%";10;45,44;20
;;;;;"16 - 17 heures";"17,90%";8;35,41;18
;;;;;"17 - 18 heures";"2,11%";1;33,46;2
;;;;;"18 - 19 heures";"11,04%";5;34,94;15
;;;;;"19 - 20 heures";"3,38%";2;26,75;7
;;"11 Mars 2015";"11/03/2015";"Total";;"100,00%";"--";"--";96
;;;;"Mercredi";"Total";"100,00%";"--";"--";96
;;;;;"11 - 12 heures";"4,00%";1;102;2
;;;;;"12 - 13 heures";"30,70%";4;195,88;21
;;;;;"13 - 14 heures";"3,00%";4;19,13;5
;;;;;"14 - 15 heures";"4,61%";6;19,62;8
;;;;;"15 - 16 heures";"18,10%";5;92,38;18
;;;;;"16 - 17 heures";"24,34%";8;77,64;19
;;;;;"17 - 18 heures";"7,05%";5;35,97;10
;;;;;"18 - 19 heures";"6,61%";5;33,71;11
;;;;;"19 - 20 heures";"1,60%";1;40,81;2
;;"12 Mars 2015";"12/03/2015";"Total";;"100,00%";"--";"--";104
;;;;"Jeudi";"Total";"100,00%";"--";"--";104
;;;;;"10 - 11 heures";"8,41%";5;47,27;9
;;;;;"11 - 12 heures";"7,01%";3;65,63;12
;;;;;"12 - 13 heures";"34,28%";4;240,87;23
;;;;;"13 - 14 heures";"7,92%";4;55,65;10
;;;;;"14 - 15 heures";"6,91%";4;48,55;5
;;;;;"15 - 16 heures";"3,67%";3;34,38;8
;;;;;"16 - 17 heures";"8,18%";5;46;12
;;;;;"17 - 18 heures";"4,66%";3;43,64;7
;;;;;"18 - 19 heures";"16,47%";7;66,12;11
;;;;;"19 - 20 heures";"-3,42%";2;-48,05;2
;;;;;"20 - 21 heures";"5,92%";1;166,3;5
;;"13 Mars 2015";"13/03/2015";"Total";;"100,00%";"--";"--";108
;;;;"Vendredi";"Total";"100,00%";"--";"--";108
;;;;;"9 - 10 heures";"2,43%";2;28,45;7
;;;;;"10 - 11 heures";"9,73%";4;56,97;11
;;;;;"11 - 12 heures";"12,11%";4;70,89;9
;;;;;"12 - 13 heures";"11,99%";4;70,19;13
;;;;;"13 - 14 heures";"11,84%";4;69,3;13
;;;;;"14 - 15 heures";"10,86%";4;63,57;11
;;;;;"15 - 16 heures";"4,54%";5;21,28;11
;;;;;"16 - 17 heures";"15,71%";6;61,31;14
;;;;;"17 - 18 heures";"2,98%";2;34,95;3
;;;;;"18 - 19 heures";"7,40%";2;86,58;5
;;;;;"19 - 20 heures";"10,41%";6;40,62;11
;;"14 Mars 2015";"14/03/2015";"Total";;"100,00%";"--";"--";274
;;;;"Samedi";"Total";"100,00%";"--";"--";274
;;;;;"9 - 10 heures";"3,81%";1;282,94;8
;;;;;"11 - 12 heures";"14,05%";9;116,1;51
;;;;;"12 - 13 heures";"8,63%";4;160,39;19
;;;;;"13 - 14 heures";"4,18%";8;38,86;14
;;;;;"14 - 15 heures";"6,25%";6;77,48;11
;;;;;"15 - 16 heures";"17,12%";16;79,54;39
;;;;;"16 - 17 heures";"9,13%";11;61,73;22
;;;;;"17 - 18 heures";"13,76%";8;127,84;55
;;;;;"18 - 19 heures";"12,60%";12;78,08;42
;;;;;"19 - 20 heures";"10,47%";7;111,17;13
;;"16 Mars 2015";"16/03/2015";"Total";;"100,00%";"--";"--";100
;;;;"Lundi";"Total";"100,00%";"--";"--";100
;;;;;"11 - 12 heures";"32,58%";4;168,6;43
;;;;;"12 - 13 heures";"7,76%";3;53,55;4
;;;;;"13 - 14 heures";"19,84%";4;102,67;18
;;;;;"14 - 15 heures";"6,66%";3;45,98;6
;;;;;"15 - 16 heures";"18,47%";7;54,61;11
;;;;;"16 - 17 heures";"9,74%";4;50,4;12
;;;;;"17 - 18 heures";"0,12%";1;2,4;1
;;;;;"18 - 19 heures";"4,84%";3;33,39;5
;;"17 Mars 2015";"17/03/2015";"Total";;"100,00%";"--";"--";67
;;;;"Mardi";"Total";"100,00%";"--";"--";67
;;;;;"9 - 10 heures";"0,82%";0;;2
;;;;;"10 - 11 heures";"1,18%";1;19,9;1
;;;;;"11 - 12 heures";"6,00%";4;25,18;7
;;;;;"13 - 14 heures";"11,73%";7;28,16;13
;;;;;"14 - 15 heures";"12,14%";1;204;1
;;;;;"15 - 16 heures";"36,60%";5;122,95;22
;;;;;"16 - 17 heures";"5,64%";2;47,35;6
;;;;;"17 - 18 heures";"15,88%";2;133,35;4
;;;;;"18 - 19 heures";"4,49%";2;37,69;5
;;;;;"19 - 20 heures";"1,86%";1;31,2;2
;;;;;"20 - 21 heures";"3,67%";2;30,8;4
;;"18 Mars 2015";"18/03/2015";"Total";;"100,00%";"--";"--";120
;;;;"Mercredi";"Total";"100,00%";"--";"--";120
;;;;;"10 - 11 heures";"4,37%";3;33,83;14
;;;;;"11 - 12 heures";"25,58%";6;98,94;20
;;;;;"12 - 13 heures";"14,11%";3;109,17;11
;;;;;"13 - 14 heures";"9,76%";6;37,77;11
;;;;;"14 - 15 heures";"6,31%";5;29,29;8
;;;;;"15 - 16 heures";"8,50%";4;49,31;24
;;;;;"16 - 17 heures";"23,59%";8;68,42;21
;;;;;"17 - 18 heures";"1,93%";2;22,45;3
;;;;;"18 - 19 heures";"5,84%";6;22,58;8
;;"19 Mars 2015";"19/03/2015";"Total";;"100,00%";"--";"--";68
;;;;"Jeudi";"Total";"100,00%";"--";"--";68
;;;;;"10 - 11 heures";"25,95%";5;115,47;10
;;;;;"11 - 12 heures";"19,26%";6;71,42;7
;;;;;"12 - 13 heures";"7,21%";2;80,2;3
;;;;;"13 - 14 heures";"1,38%";2;15,32;3
;;;;;"15 - 16 heures";"5,70%";5;25,36;5
;;;;;"16 - 17 heures";"8,49%";2;94,45;20
;;;;;"17 - 18 heures";"2,86%";1;63,7;4
;;;;;"18 - 19 heures";"28,00%";6;103,83;13
;;;;;"19 - 20 heures";"1,16%";1;25,81;3
;;"20 Mars 2015";"20/03/2015";"Total";;"100,00%";"--";"--";86
;;;;"Vendredi";"Total";"100,00%";"--";"--";86
;;;;;"10 - 11 heures";"3,77%";2;39,5;2
;;;;;"11 - 12 heures";"25,55%";8;66,89;11
;;;;;"12 - 13 heures";"6,64%";4;34,75;7
;;;;;"13 - 14 heures";"-10,14%";2;-106,2;2
;;;;;"14 - 15 heures";"12,06%";4;63,14;14
;;;;;"15 - 16 heures";"24,26%";4;127,01;14
;;;;;"16 - 17 heures";"20,06%";10;42;19
;;;;;"17 - 18 heures";"5,44%";4;28,48;7
;;;;;"18 - 19 heures";"6,50%";4;34,03;7
;;;;;"19 - 20 heures";"5,85%";3;40,85;3
;;"21 Mars 2015";"21/03/2015";"Total";;"100,00%";"--";"--";125
;;;;"Samedi";"Total";"100,00%";"--";"--";125
;;;;;"10 - 11 heures";"-2,48%";0;;2
;;;;;"11 - 12 heures";"18,89%";4;113,1;19
;;;;;"12 - 13 heures";"6,92%";6;27,63;12
;;;;;"13 - 14 heures";"6,63%";5;31,75;9
;;;;;"14 - 15 heures";"5,11%";5;24,46;8
;;;;;"15 - 16 heures";"5,63%";5;26,96;7
;;;;;"16 - 17 heures";"19,41%";7;66,38;21
;;;;;"17 - 18 heures";"35,02%";15;55,9;35
;;;;;"18 - 19 heures";"0,81%";1;19,5;3
;;;;;"19 - 20 heures";"4,04%";3;32,28;9
;;"23 Mars 2015";"23/03/2015";"Total";;"100,00%";"--";"--";49
;;;;"Lundi";"Total";"100,00%";"--";"--";49
;;;;;"10 - 11 heures";"1,39%";1;11,9;2
;;;;;"11 - 12 heures";"2,45%";0;;-1
;;;;;"12 - 13 heures";"18,73%";2;80,2;13
;;;;;"13 - 14 heures";"24,04%";3;68,63;14
;;;;;"15 - 16 heures";"3,39%";1;29;1
;;;;;"16 - 17 heures";"9,46%";1;81;3
;;;;;"17 - 18 heures";"21,08%";4;45,15;5
;;;;;"18 - 19 heures";"8,79%";3;25,08;8
;;;;;"19 - 20 heures";"10,68%";2;45,75;4
;;"24 Mars 2015";"24/03/2015";"Total";;"100,00%";"--";"--";39
;;;;"Mardi";"Total";"100,00%";"--";"--";39
;;;;;"11 - 12 heures";"0,91%";1;10;1
;;;;;"12 - 13 heures";"0,78%";1;8,5;1
;;;;;"13 - 14 heures";"6,06%";3;22,13;4
;;;;;"14 - 15 heures";"39,38%";3;143,77;13
;;;;;"15 - 16 heures";"37,78%";2;206,9;5
;;;;;"16 - 17 heures";"4,79%";2;26,25;7
;;;;;"17 - 18 heures";"2,17%";2;11,9;2
;;;;;"18 - 19 heures";"8,13%";4;22,25;6
;;"25 Mars 2015";"25/03/2015";"Total";;"100,00%";"--";"--";36
;;;;"Mercredi";"Total";"100,00%";"--";"--";36
;;;;;"10 - 11 heures";"1,28%";1;19;1
;;;;;"11 - 12 heures";"12,65%";3;62,63;4
;;;;;"12 - 13 heures";"1,64%";1;24,4;2
;;;;;"13 - 14 heures";"15,01%";1;222,97;3
;;;;;"14 - 15 heures";"13,98%";1;207,66;3
;;;;;"15 - 16 heures";"28,87%";5;85,79;7
;;;;;"16 - 17 heures";"6,06%";1;89,99;2
;;;;;"17 - 18 heures";"16,43%";3;81,37;8
;;;;;"18 - 19 heures";"2,17%";3;10,77;4
;;;;;"19 - 20 heures";"1,92%";1;28,5;2
;;"26 Mars 2015";"26/03/2015";"Total";;"100,00%";"--";"--";44
;;;;"Jeudi";"Total";"100,00%";"--";"--";44
;;;;;"11 - 12 heures";"9,56%";3;35,17;6
;;;;;"12 - 13 heures";"7,07%";1;78;2
;;;;;"13 - 14 heures";"37,51%";4;103,5;7
;;;;;"14 - 15 heures";"1,53%";1;16,9;1
;;;;;"15 - 16 heures";"5,15%";2;28,4;2
;;;;;"16 - 17 heures";"16,43%";6;30,22;15
;;;;;"17 - 18 heures";"3,90%";2;21,5;2
;;;;;"18 - 19 heures";"17,05%";3;62,73;8
;;;;;"19 - 20 heures";"1,80%";1;19,9;1
;;"27 Mars 2015";"27/03/2015";"Total";;"100,00%";"--";"--";53
;;;;"Vendredi";"Total";"100,00%";"--";"--";53
;;;;;"10 - 11 heures";"3,19%";3;14,97;3
;;;;;"11 - 12 heures";"1,63%";1;22,9;1
;;;;;"12 - 13 heures";"2,83%";1;39,9;1
;;;;;"14 - 15 heures";"9,70%";3;45,5;8
;;;;;"15 - 16 heures";"3,34%";3;15,67;4
;;;;;"16 - 17 heures";"39,54%";7;79,51;12
;;;;;"17 - 18 heures";"7,82%";1;110,1;2
;;;;;"18 - 19 heures";"12,63%";4;44,45;9
;;;;;"19 - 20 heures";"2,49%";1;35;2
;;;;;"20 - 21 heures";"16,84%";1;237;11
;;"28 Mars 2015";"28/03/2015";"Total";;"100,00%";"--";"--";106
;;;;"Samedi";"Total";"100,00%";"--";"--";106
;;;;;"9 - 10 heures";"1,44%";1;49;1
;;;;;"10 - 11 heures";"9,67%";1;329;1
;;;;;"11 - 12 heures";"6,07%";4;51,67;6
;;;;;"12 - 13 heures";"14,86%";4;126,42;17
;;;;;"13 - 14 heures";"6,73%";5;45,82;8
;;;;;"14 - 15 heures";"3,65%";6;20,68;11
;;;;;"15 - 16 heures";"7,95%";6;45,09;10
;;;;;"16 - 17 heures";"3,85%";7;18,71;10
;;;;;"17 - 18 heures";"21,30%";12;60,4;27
;;;;;"18 - 19 heures";"17,07%";7;82,96;13
;;;;;"19 - 20 heures";"7,41%";2;126,08;2
;;"30 Mars 2015";"30/03/2015";"Total";;"100,00%";"--";"--";37
;;;;"Lundi";"Total";"100,00%";"--";"--";37
;;;;;"10 - 11 heures";"14,29%";3;22,57;4
;;;;;"11 - 12 heures";"10,01%";1;47,4;2
;;;;;"12 - 13 heures";"2,85%";1;13,5;1
;;;;;"13 - 14 heures";"36,42%";3;57,5;11
;;;;;"14 - 15 heures";"0,79%";1;3,75;1
;;;;;"15 - 16 heures";"3,38%";1;16;1
;;;;;"16 - 17 heures";"15,52%";2;36,75;8
;;;;;"17 - 18 heures";"4,20%";1;19,9;1
;;;;;"18 - 19 heures";"3,17%";1;15;1
;;;;;"19 - 20 heures";"9,37%";2;22,2;7
;;"31 Mars 2015";"31/03/2015";"Total";;"100,00%";"--";"--";34
;;;;"Mardi";"Total";"100,00%";"--";"--";34
;;;;;"11 - 12 heures";"21,70%";1;192,5;15
;;;;;"12 - 13 heures";"8,22%";2;36,45;4
;;;;;"13 - 14 heures";"7,73%";2;34,3;3
;;;;;"14 - 15 heures";"9,58%";3;28,33;3
;;;;;"15 - 16 heures";"22,17%";3;65,58;3
;;;;;"16 - 17 heures";"14,09%";3;41,67;4
;;;;;"18 - 19 heures";"1,30%";1;11,5;1
;;;;;"19 - 20 heures";"15,22%";1;135;1
;;"01 Avril 2015";"01/04/2015";"Total";;"100,00%";"--";"--";27
;;;;"Mercredi";"Total";"100,00%";"--";"--";27
;;;;;"10 - 11 heures";"7,31%";1;49;1
;;;;;"12 - 13 heures";"1,34%";1;9;1
;;;;;"15 - 16 heures";"14,43%";2;48,4;10
;;;;;"16 - 17 heures";"20,27%";3;45,32;4
;;;;;"17 - 18 heures";"13,11%";2;43,95;4
;;;;;"18 - 19 heures";"40,11%";4;67,26;6
;;;;;"19 - 20 heures";"3,43%";1;23;1
;;"02 Avril 2015";"02/04/2015";"Total";;"100,00%";"--";"--";73
;;;;"Jeudi";"Total";"100,00%";"--";"--";73
;;;;;"9 - 10 heures";"2,82%";2;25,9;4
;;;;;"10 - 11 heures";"35,22%";3;216;23
;;;;;"11 - 12 heures";"2,39%";2;22;3
;;;;;"12 - 13 heures";"17,67%";1;325;6
;;;;;"13 - 14 heures";"5,15%";4;23,7;6
;;;;;"14 - 15 heures";"9,41%";4;43,3;8
;;;;;"16 - 17 heures";"5,96%";4;27,4;6
;;;;;"17 - 18 heures";"14,30%";3;87,72;11
;;;;;"18 - 19 heures";"2,77%";1;51;2
;;;;;"19 - 20 heures";"4,30%";3;26,4;4
;;"03 Avril 2015";"03/04/2015";"Total";;"100,00%";"--";"--";62
;;;;"Vendredi";"Total";"100,00%";"--";"--";62
;;;;;"10 - 11 heures";"9,94%";3;39,13;9
;;;;;"11 - 12 heures";"16,93%";3;66,7;10
;;;;;"12 - 13 heures";"2,67%";1;31,5;2
;;;;;"13 - 14 heures";"14,58%";6;28,72;7
;;;;;"14 - 15 heures";"8,29%";2;48,95;9
;;;;;"15 - 16 heures";"16,51%";7;27,87;15
;;;;;"16 - 17 heures";"9,05%";2;53,45;3
;;;;;"17 - 18 heures";"11,81%";1;139,5;5
;;;;;"19 - 20 heures";"10,23%";2;60,45;2
;;"04 Avril 2015";"04/04/2015";"Total";;"100,00%";"--";"--";76
;;;;"Samedi";"Total";"100,00%";"--";"--";76
;;;;;"9 - 10 heures";"4,42%";2;35,9;3
;;;;;"10 - 11 heures";"0,92%";1;15;1
;;;;;"11 - 12 heures";"9,32%";3;50,4;10
;;;;;"12 - 13 heures";"14,35%";4;58,24;7
;;;;;"13 - 14 heures";"5,52%";1;89,6;7
;;;;;"14 - 15 heures";"12,66%";3;68,47;9
;;;;;"15 - 16 heures";"12,76%";3;69,02;5
;;;;;"16 - 17 heures";"3,07%";2;24,95;2
;;;;;"17 - 18 heures";"19,20%";7;44,5;9
;;;;;"18 - 19 heures";"9,05%";7;20,97;14
;;;;;"19 - 20 heures";"8,73%";4;35,4;9
;;"07 Avril 2015";"07/04/2015";"Total";;"100,00%";"--";"--";63
;;;;"Mardi";"Total";"100,00%";"--";"--";63
;;;;;"10 - 11 heures";"10,60%";1;170,1;12
;;;;;"11 - 12 heures";"48,54%";3;259,73;13
;;;;;"12 - 13 heures";"14,15%";5;45,44;10
;;;;;"13 - 14 heures";"3,14%";3;16,8;7
;;;;;"14 - 15 heures";"8,60%";3;46;3
;;;;;"15 - 16 heures";"1,56%";1;25;1
;;;;;"16 - 17 heures";"12,48%";4;50,08;16
;;;;;"17 - 18 heures";"0,93%";1;15;1
;;"08 Avril 2015";"08/04/2015";"Total";;"100,00%";"--";"--";27
;;;;"Mercredi";"Total";"100,00%";"--";"--";27
;;;;;"10 - 11 heures";"12,77%";2;23,5;3
;;;;;"12 - 13 heures";"14,27%";2;26,25;5
;;;;;"13 - 14 heures";"3,53%";1;13;1
;;;;;"14 - 15 heures";"1,77%";1;6,5;1
;;;;;"15 - 16 heures";"28,78%";4;26,48;4
;;;;;"16 - 17 heures";"12,96%";2;23,85;5
;;;;;"17 - 18 heures";"12,15%";1;44,7;3
;;;;;"18 - 19 heures";"2,17%";1;8;1
;;;;;"19 - 20 heures";"7,80%";1;28,7;3
;;;;;"20 - 21 heures";"3,80%";1;14;1
;;"09 Avril 2015";"09/04/2015";"Total";;"100,00%";"--";"--";28
;;;;"Jeudi";"Total";"100,00%";"--";"--";28
;;;;;"10 - 11 heures";"8,93%";3;20;3
;;;;;"11 - 12 heures";"15,53%";3;34,8;5
;;;;;"12 - 13 heures";"42,74%";3;95,77;8
;;;;;"14 - 15 heures";"2,68%";1;18;2
;;;;;"15 - 16 heures";"14,43%";1;97;6
;;;;;"16 - 17 heures";"8,63%";1;58;2
;;;;;"17 - 18 heures";"2,08%";1;14;1
;;;;;"18 - 19 heures";"2,68%";1;18;1
;;;;;"19 - 20 heures";"2,31%";0;;0
;;"10 Avril 2015";"10/04/2015";"Total";;"100,00%";"--";"--";42
;;;;"Vendredi";"Total";"100,00%";"--";"--";42
;;;;;"11 - 12 heures";"27,07%";3;83,47;13
;;;;;"13 - 14 heures";"4,54%";1;42;4
;;;;;"14 - 15 heures";"4,22%";1;39;6
;;;;;"15 - 16 heures";"23,07%";2;106,7;9
;;;;;"17 - 18 heures";"39,18%";4;90,61;9
;;;;;"19 - 20 heures";"1,93%";1;17,9;1
;;"11 Avril 2015";"11/04/2015";"Total";;"100,00%";"--";"--";241
;;;;"Samedi";"Total";"100,00%";"--";"--";241
;;;;;"10 - 11 heures";"9,92%";5;199,52;16
;;;;;"11 - 12 heures";"1,57%";6;26,37;13
;;;;;"12 - 13 heures";"3,19%";4;80,18;13
;;;;;"13 - 14 heures";"5,70%";6;95,53;9
;;;;;"14 - 15 heures";"3,52%";9;39,3;12
;;;;;"15 - 16 heures";"21,49%";10;216,18;25
;;;;;"16 - 17 heures";"13,18%";13;101,99;29
;;;;;"17 - 18 heures";"19,50%";13;150,87;25
;;;;;"18 - 19 heures";"14,63%";9;163,49;87
;;;;;"19 - 20 heures";"6,47%";4;162,68;9
;;;;;"20 - 21 heures";"0,84%";1;84;3
;;"13 Avril 2015";"13/04/2015";"Total";;"100,00%";"--";"--";43
;;;;"Lundi";"Total";"100,00%";"--";"--";43
;;;;;"10 - 11 heures";"-1,00%";-1;29;-1
;;;;;"12 - 13 heures";"2,13%";1;62;2
;;;;;"13 - 14 heures";"4,75%";3;45,97;3
;;;;;"14 - 15 heures";"0,81%";1;23,5;3
;;;;;"15 - 16 heures";"0,68%";1;19,9;1
;;;;;"16 - 17 heures";"75,82%";8;275,39;22
;;;;;"17 - 18 heures";"3,30%";2;48;3
;;;;;"18 - 19 heures";"1,69%";2;24,6;6
;;;;;"19 - 20 heures";"11,80%";1;343;4
;;"14 Avril 2015";"14/04/2015";"Total";;"100,00%";"--";"--";40
;;;;"Mardi";"Total";"100,00%";"--";"--";40
;;;;;"10 - 11 heures";"5,55%";1;57;1
;;;;;"11 - 12 heures";"21,71%";4;55,74;5
;;;;;"12 - 13 heures";"4,94%";3;16,9;4
;;;;;"13 - 14 heures";"3,12%";2;16;3
;;;;;"14 - 15 heures";"38,71%";4;99,38;10
;;;;;"15 - 16 heures";"1,94%";1;19,95;1
;;;;;"16 - 17 heures";"9,78%";5;20,08;6
;;;;;"17 - 18 heures";"14,25%";4;36,58;10
;;"15 Avril 2015";"15/04/2015";"Total";;"100,00%";"--";"--";25
;;;;"Mercredi";"Total";"100,00%";"--";"--";25
;;;;;"10 - 11 heures";"18,75%";4;30,95;5
;;;;;"11 - 12 heures";"18,00%";4;29,73;6
;;;;;"13 - 14 heures";"6,21%";2;20,5;3
;;;;;"15 - 16 heures";"26,83%";3;59,07;6
;;;;;"16 - 17 heures";"4,85%";1;32;1
;;;;;"17 - 18 heures";"1,44%";1;9,5;1
;;;;;"18 - 19 heures";"23,92%";2;79;3
;;"16 Avril 2015";"16/04/2015";"Total";;"100,00%";"--";"--";60
;;;;"Jeudi";"Total";"100,00%";"--";"--";60
;;;;;"10 - 11 heures";"25,26%";1;470;15
;;;;;"11 - 12 heures";"2,50%";2;23,23;6
;;;;;"12 - 13 heures";"31,82%";3;197,35;9
;;;;;"13 - 14 heures";"8,58%";2;79,8;4
;;;;;"14 - 15 heures";"14,40%";3;89,3;6
;;;;;"15 - 16 heures";"5,96%";5;22,16;8
;;;;;"16 - 17 heures";"5,74%";4;26,7;8
;;;;;"17 - 18 heures";"2,14%";1;39,8;2
;;;;;"18 - 19 heures";"1,34%";1;25;1
;;;;;"19 - 20 heures";"2,26%";1;42;1
;;"17 Avril 2015";"17/04/2015";"Total";;"100,00%";"--";"--";81
;;;;"Vendredi";"Total";"100,00%";"--";"--";81
;;;;;"9 - 10 heures";"0,62%";1;15;1
;;;;;"11 - 12 heures";"2,16%";2;26,1;5
;;;;;"12 - 13 heures";"6,99%";2;84,53;2
;;;;;"13 - 14 heures";"1,24%";1;30;5
;;;;;"14 - 15 heures";"3,05%";2;36,9;13
;;;;;"15 - 16 heures";"20,48%";9;55,07;25
;;;;;"16 - 17 heures";"5,19%";3;41,88;7
;;;;;"17 - 18 heures";"19,45%";4;117,68;11
;;;;;"19 - 20 heures";"40,83%";3;329,33;12
;;"18 Avril 2015";"18/04/2015";"Total";;"100,00%";"--";"--";123
;;;;"Samedi";"Total";"100,00%";"--";"--";123
;;;;;"9 - 10 heures";"2,69%";1;85;2
;;;;;"10 - 11 heures";"7,75%";1;245;10
;;;;;"11 - 12 heures";"11,91%";4;94,18;10
;;;;;"12 - 13 heures";"8,23%";3;86,72;13
;;;;;"13 - 14 heures";"4,69%";4;37,09;18
;;;;;"14 - 15 heures";"5,19%";1;164,04;1
;;;;;"15 - 16 heures";"16,41%";11;47,17;26
;;;;;"16 - 17 heures";"6,24%";7;28,17;11
;;;;;"17 - 18 heures";"13,78%";7;62,26;15
;;;;;"18 - 19 heures";"17,90%";3;188,69;8
;;;;;"19 - 20 heures";"5,21%";6;27,48;9
;;"20 Avril 2015";"20/04/2015";"Total";;"100,00%";"--";"--";36
;;;;"Lundi";"Total";"100,00%";"--";"--";36
;;;;;"9 - 10 heures";"6,08%";1;69;3
;;;;;"10 - 11 heures";"8,74%";1;99,16;1
;;;;;"11 - 12 heures";"2,11%";2;11,98;2
;;;;;"14 - 15 heures";"7,83%";3;29,6;4
;;;;;"15 - 16 heures";"30,54%";4;86,6;9
;;;;;"16 - 17 heures";"32,70%";4;92,73;12
;;;;;"17 - 18 heures";"4,41%";1;50;1
;;;;;"18 - 19 heures";"6,35%";2;36;3
;;;;;"19 - 20 heures";"1,23%";1;14;1
;;"21 Avril 2015";"21/04/2015";"Total";;"100,00%";"--";"--";34
;;;;"Mardi";"Total";"100,00%";"--";"--";34
;;;;;"11 - 12 heures";"0,00%";0;;0
;;;;;"12 - 13 heures";"5,19%";2;41,85;-2
;;;;;"13 - 14 heures";"8,69%";1;140;3
;;;;;"14 - 15 heures";"12,41%";1;200;4
;;;;;"15 - 16 heures";"40,86%";4;164,68;6
;;;;;"16 - 17 heures";"7,75%";3;41,67;10
;;;;;"17 - 18 heures";"7,94%";2;64;3
;;;;;"18 - 19 heures";"16,35%";6;43,92;9
;;;;;"19 - 20 heures";"0,81%";1;13;1
;;"22 Avril 2015";"22/04/2015";"Total";;"100,00%";"--";"--";58
;;;;"Mercredi";"Total";"100,00%";"--";"--";58
;;;;;"10 - 11 heures";"5,46%";1;30,5;7
;;;;;"12 - 13 heures";"20,07%";5;22,44;8
;;;;;"13 - 14 heures";"2,33%";1;13;2
;;;;;"14 - 15 heures";"6,42%";1;35,88;2
;;;;;"15 - 16 heures";"23,68%";4;33,1;9
;;;;;"16 - 17 heures";"11,63%";2;32,5;3
;;;;;"17 - 18 heures";"17,42%";4;24,35;17
;;;;;"18 - 19 heures";"13,00%";2;36,35;10
;;"23 Avril 2015";"23/04/2015";"Total";;"100,00%";"--";"--";49
;;;;"Jeudi";"Total";"100,00%";"--";"--";49
;;;;;"10 - 11 heures";"3,39%";2;39,5;4
;;;;;"11 - 12 heures";"5,71%";4;33,28;10
;;;;;"12 - 13 heures";"3,41%";1;79,5;3
;;;;;"13 - 14 heures";"3,81%";4;22,18;5
;;;;;"14 - 15 heures";"2,00%";3;15,53;4
;;;;;"15 - 16 heures";"38,46%";4;224;11
;;;;;"16 - 17 heures";"9,75%";2;113,58;3
;;;;;"17 - 18 heures";"0,85%";2;9,89;3
;;;;;"18 - 19 heures";"31,51%";2;367,03;2
;;;;;"19 - 20 heures";"1,10%";2;12,8;4
;;"24 Avril 2015";"24/04/2015";"Total";;"100,00%";"--";"--";113
;;;;"Vendredi";"Total";"100,00%";"--";"--";113
;;;;;"9 - 10 heures";"0,28%";1;7;1
;;;;;"10 - 11 heures";"16,10%";3;134,05;4
;;;;;"11 - 12 heures";"11,62%";4;72,57;7
;;;;;"12 - 13 heures";"9,95%";3;82,87;14
;;;;;"13 - 14 heures";"1,48%";2;18,5;3
;;;;;"14 - 15 heures";"19,77%";5;98,81;14
;;;;;"15 - 16 heures";"11,52%";5;57,59;12
